hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Milano Navigli Apartment - Via Savona,9.7,80,200,Apartment,1.9,Navigli,False,200.0
Emariva Sempione,0.0,0,131,Apartment,3.2,Sempione,False,131.0
Central Maya Apartment,7.7,15,149,Apartment,3.5,Ripamonti Corvetto,False,149.0
Milano Apartments Navigli,9.9,12,269,Apartment,1.9,Navigli,False,269.0
HomeatHotel - Procaccini Apts,7.6,51,354,Apartment,2.5,Sempione,False,354.0
Heart Milan Apartments Centrale,9.2,12,213,Apartment,3.1,Stazione Centrale,True,213.0
Hotel Adelchi,6.2,265,92,Hotel,4.2,Città Studi,False,92.0
Novi Homes,8.8,44,124,Apartment,5.0,Ripamonti Corvetto,False,124.0
Casablanca,6.3,126,140,Apartment,3.5,Stazione Centrale,False,140.0
Elegant 3 Bedrooms in Duomo Area,0.0,0,812,Apartment,0.4,Milano Centro,False,812.0
Victor Boutique Hotel,8.3,950,602,Hotel,0.1,Milano Centro,True,602.0
Hotel Bagliori,8.2,625,242,Hotel,2.3,Stazione Centrale,True,242.0
Hotel Vittoria,8.2,690,475,Hotel,1.7,Porta Vittoria,True,475.0
Hotel Stradivari,8.8,1430,251,Hotel,3.1,Stazione Centrale,True,251.0
Starhotels Ritz,8.5,3109,502,Hotel,2.2,Stazione Centrale,True,502.0
Hotel Calypso,6.8,903,136,Hotel,2.7,Stazione Centrale,False,136.0
